trial,rep,plot,n_rate,inoc_rate,d15n_vt_permil,n_uptake_vt_kgha,yield_mgha
WI01451,2,214,low,Low,4.44499995,219.86623716898106,10.956877580220002
WI01451,2,215,low,Control,6.95,279.897147973179,11.61418850328
WI01451,2,216,low,Medium,5.8899999,230.78586733452096,12.04251703875
WI01451,3,301,low,Low,6.6799999,226.05133483585115,14.65756209654
WI01451,3,303,low,Medium,6.3099999,205.4972662217059,12.798500588280001
WI01451,3,307,low,Control,7.5199999,196.41896258252652,14.03758697946
WI01451,3,309,low,High,3.2599999,276.5904217593491,12.951816697380002
WI01451,3,311,high,Control,6.07,172.04270410812572,12.449859338729999
WI01451,4,404,high,Control,4.3099999,225.1187979376474,12.87021894873
WI01451,4,411,low,High,6.11,235.9509789073294,12.81476357007
WI01451,4,413,low,Control,3.97,218.42856955621966,12.343617957000001
WI01451,4,414,low,Medium,2.93,204.1845875588635,13.00495566216
WI01451,4,415,low,Low,5.32,241.34858760831938,11.80026145617
WI01451,5,502,low,Low,3.215,278.8756054368978,11.89259666133
WI01451,5,505,low,Medium,4.18499995,196.00705044612897,12.59527963683
WI01451,5,508,low,High,4.66,191.10282516916823,12.32935586388
WI01451,5,509,low,Control,4.23,241.74163569462914,11.91704981808
WI01451,5,511,high,Control,5.91,254.03858523783495,12.24683655063
WI01451,6,606,high,Control,6.49,239.99850748348874,14.879364368550002
WI01451,6,610,low,Control,7.51499995,184.43118033644438,14.041355957970001
WI01451,6,612,low,Medium,3.85,251.69545821269355,14.090321917979999
WI01451,6,616,low,High,5.9,153.07951108607824,13.513412063910001
WI01451,6,618,low,Low,9.37999995,215.50900475728562,13.94576353797
